# time_s east_m north_m up_m qx qy qz qw
4906.53 0.00144186 0.00326472 -0.013 -0.122253 -0.00809835 0.53003 0.839081
4906.73 0.00200081 0.00355651 -0.012 -0.189583 -0.00409951 0.514783 0.836086
4906.93 0.00233111 0.00355651 -0.01 -0.0287219 0.134364 0.594154 0.79253
4907.13 0.00322036 0.00297844 -0.012 -0.0566157 0.0450282 0.812289 0.578753
4907.33 0.0026614 0.00326472 -0.012 -0.127448 -0.039412 -0.593586 0.793637
4907.53 0.00609772 -0.00499893 -0.005 -0.320805 0.154845 -0.585716 0.728041
4907.73 0.00587541 -0.00509252 -0.005 -0.239843 -0.0222814 -0.7467 0.620015
4907.94 0.00598974 -0.00499893 -0.006 -0.139212 -0.209215 0.846453 0.469432
4908.13 0.00521482 -0.00451445 -0.002 -0.0685111 -0.0181311 -0.837554 0.541738
4908.33 0.00543713 -0.00461355 -0.002 -0.10491 -0.083285 0.926508 0.351626
4908.53 0.00155619 0.00096345 -0.011 -0.130609 0.0256385 -0.247044 0.959819
4908.73 0.00155619 0.00105704 -0.009 -0.262525 -0.00493475 0.572106 0.777014
4908.93 0.00166417 0.00077076 -0.012 -0.111291 0.161053 -0.306409 0.931552
4909.13 0.00133388 0.00105704 -0.01 -0.0882884 -0.00992493 0.59814 0.796452
4909.33 0.00078127 0.00115063 -0.01 -0.0763807 -0.041087 -0.770952 0.630961
4909.53 0.00111156 0.00144242 -0.012 -0.309995 -0.0431859 0.299334 0.901353
4909.73 0.000666938 0.00202049 -0.012 0.164491 -0.0230606 0.875815 -0.453166
4909.93 0.000336645 0.00220768 -0.013 0.28551 -0.00159359 0.872159 -0.397266
4910.13 -0.000438272 0.0018278 -0.014 0.0139646 0.0129361 0.992492 -0.120816
4910.33 0.000222313 0.00153601 -0.013 -0.119381 -0.0153304 0.901292 0.416157
4910.53 0.000558958 0.00153601 -0.017 0.0515009 0.0591846 0.894583 -0.439961
4910.73 -0.00010798 0.00202049 -0.019 -0.0184267 0.0401771 0.998888 -0.0163839
4910.93 0.000222313 0.0018278 -0.018 0.0314577 -0.184982 0.968509 0.163654
4911.13 0.000336645 0.00144242 -0.02 0.0425392 0.124221 -0.428693 0.893858
4911.33 -0.000882899 0.00163511 -0.019 -0.285283 0.119235 -0.201618 0.92938
4911.53 0.00554511 -0.00451445 -0.006 0.144987 -0.307845 0.871959 -0.351991
4911.73 0.00432557 -0.00528521 -0.008 0.385378 -0.144938 0.816053 -0.405628
4911.93 0.00499251 -0.00528521 -0.008 0.150125 -0.170074 0.837733 -0.496729
4912.13 0.00487818 -0.00489983 -0.007 -0.221132 0.0293076 -0.0124636 0.974724
4912.33 0.00554511 -0.00480624 -0.005 -0.23262 0.164221 -0.052259 0.957177
4912.53 0.00288371 -0.00134332 0.002 -0.194414 -0.0345882 0.95824 0.206838
4912.73 0.00310603 -0.00211408 -1.4889e-10 -0.0342174 0.190621 0.192119 0.962072
4912.93 0.0026614 -0.00211408 -4.30035e-10 -0.137329 0.0322654 -0.221943 0.964801
4913.13 0.00277573 -0.00105704 0.001 -0.0821448 -0.128301 0.957373 -0.245416
4913.33 0.00277573 -0.00163511 -0.001 -0.036017 -0.0165246 0.998017 -0.0488972
4913.53 0.00521482 -0.00355651 0.006 -0.289772 0.0500208 -0.145352 0.944671
4913.73 0.00454788 -0.00413458 0.005 -0.346832 0.110095 -0.223452 0.904243
4913.93 0.00410326 -0.00470714 0.004 -0.154107 0.122372 -0.773937 0.601911
4914.13 0.00399528 -0.00413458 0.005 -0.229009 -0.00109226 0.258032 0.938602
4914.33 0.0044399 -0.00470714 0.005 -0.185748 0.0409782 0.548605 0.814157
4914.53 0.00576743 -0.00288484 0.005 -0.00984821 -0.00128152 0.883256 0.468785
4914.73 0.00587541 -0.00384279 0.002 -0.0155844 0.0922004 0.973996 0.206368
4914.93 0.00565309 -0.00336382 0.002 -0.133576 -0.0737946 0.792514 0.590452
4915.13 0.00565309 -0.00269215 0.002 -0.0576794 0.0244568 -0.837828 0.542328
4915.33 0.00510049 -0.00211408 0.003 -0.235729 -0.0435287 0.653294 0.718153
4915.53 0.000997232 0.00259306 -0.007 -0.213403 0.144493 0.672717 0.693565
4915.73 -0.000660586 0.00317113 -0.007 0.0195476 -0.176551 -0.67968 0.711676
4915.93 0.000114333 0.0037492 -0.008 -0.124042 0.0810366 -0.764324 0.62758
4916.13 0.000336645 0.00278575 -0.005 -0.105288 -0.264609 0.686813 0.668718
4916.33 0.000666938 0.00336382 -0.008 0.143019 0.019753 0.944198 -0.296049
4916.53 0.00200081 0.00288484 -0.005 0.140519 -0.156039 0.971639 -0.108739
4916.73 0.0026614 0.00278575 -0.006 0.0580092 -0.0267168 0.429116 0.900989
4916.93 0.00332834 0.00269215 -0.006 -0.104342 0.120764 -0.043786 0.986211
4917.13 0.00243909 0.00326472 -0.006 -0.216753 0.0583334 0.322746 0.919484
4917.33 0.00277573 0.00326472 -0.004 -0.218101 0.18321 -0.261644 0.922176
4917.53 0.0021088 0.00269215 -0.006 -0.0137306 -0.295038 0.817253 -0.494834
4917.73 0.00277573 0.00317113 -0.007 -0.336497 0.0895255 -0.326529 0.878711
4917.93 0.00121954 0.00384279 -0.007 -0.179813 0.112471 -0.693479 0.688553
4918.13 0.00221678 0.0037492 -0.006 -0.173353 -0.0847652 -0.528409 0.826769
4918.33 0.00243909 0.00355651 -0.005 0.0234796 -0.261791 0.964626 -0.0202547
4918.53 0.000666938 0.0036501 -0.011 -0.200638 -0.14391 -0.58089 0.775629
4918.73 0.000997232 0.00307203 -0.012 -0.0492514 -0.316428 0.931467 0.172675
4918.93 0.000444625 0.00307203 -0.012 0.00987226 -0.0641842 -0.73868 0.670921
4919.13 0.00121954 0.00230677 -0.011 -0.0895984 -0.265599 -0.324014 0.903573
4919.33 0.000558958 0.00307203 -0.012 -0.323705 0.0439922 0.310323 0.892737
4919.53 0.00332834 -0.00336382 -0.001 -0.386467 -0.115596 0.0872275 0.910863
4919.73 0.00365863 -0.00345741 -0.003 0.317893 -0.432784 0.800518 -0.266108
4919.93 0.00288371 -0.00307753 -0.001 0.0784592 -0.205616 0.688039 0.691497
4920.13 0.00365863 -0.00307753 -0.001 0.0598679 0.775684 -0.33678 0.530386
4920.33 0.00288371 -0.00307753 -0.001 0.371261 -0.0952823 0.719189 0.579529
4920.53 0.00133388 0.00432176 -0.007 0.250166 -0.36826 -0.0579684 0.893555
4920.73 0.000444625 0.00432176 -0.008 -0.0603727 -0.0317499 -0.638031 0.766983
4920.93 0.000997231 0.00480624 -0.005 -0.327845 0.0699315 -0.547476 0.766744
4921.13 -4.81389e-11 0.0037492 -0.005 0.255711 -0.0315286 0.888397 -0.379958
4921.33 -0.000330292 0.00442086 -0.004 -0.317993 0.224362 -0.510198 0.766968
4921.53 -0.00110521 0.00384279 -0.007 -0.412113 -0.0343288 -0.00747426 0.910455
4921.73 -0.00154984 0.00278575 -0.008 0.138955 -0.345811 0.80138 -0.467863
4921.93 -0.00221677 0.00297844 -0.01 -0.290943 -0.100909 0.288629 0.906566
4922.13 -0.00287736 0.00307203 -0.01 -0.180299 0.00636221 0.682416 0.70835
4922.33 -0.00221677 0.00326472 -0.01 -0.260612 0.064622 0.431958 0.860998
4922.53 -0.000552605 0.00288484 -0.015 -0.299769 0.0726646 -0.312479 0.898451
4922.73 -0.00110521 0.00307203 -0.016 -0.128884 0.249699 -0.765799 0.578439
4922.93 -0.000438273 0.00259306 -0.015 -0.175404 0.12063 0.973543 -0.0830431
4923.13 -0.00221677 0.00412907 -0.015 -0.424113 0.825285 0.342826 -0.146639
4923.33 -0.00199446 0.00307203 -0.014 0.665502 -0.129125 -0.500018 0.538902
4923.53 0.0021088 -0.00692032 -0.003 -0.108825 -0.0737498 0.858121 0.496334
4923.73 0.00133388 -0.00711301 -0.002 -0.0386731 -0.1424 -0.78443 0.602409
4923.93 -0.000552605 -0.00701391 -0.003 -0.216883 0.059516 -0.803437 0.551278
4924.13 0.000444625 -0.00826365 -0.001 -0.258473 -0.0314521 0.256815 0.930725
4924.33 0.000114333 -0.00778467 -0.003 -0.169705 -0.00649018 0.314183 0.934049
4924.53 -0.000882898 -0.00077076 -0.008 0.0696675 -0.323586 -0.121044 0.935835
4924.73 -0.00132752 -0.00115063 -0.009 -0.177241 -0.383885 -0.0412652 0.905271
4924.93 -0.00376661 -0.00240037 -0.008 -0.212059 0.0605903 0.880556 -0.419501
4925.13 -0.012748 -0.0110494 -0.009 0.107831 0.530489 0.800646 -0.256749
4925.33 -0.0278208 -0.026327 -0.006 0.36007 0.195394 0.750277 0.518898
4925.53 -0.0511065 -0.0434323 -0.007 0.70198 -0.659408 0.065378 0.261018
4925.73 -0.0773775 -0.0658229 -0.006 0.686072 0.130673 -0.342208 0.628589
4925.93 -0.108863 -0.0904211 -0.003 -0.108663 -0.823164 -0.239355 0.503292
4926.13 -0.145335 -0.120206 -0.005 0.152192 -0.160656 -0.551817 0.804068
4926.33 -0.187352 -0.156624 -0.00299999 0.810417 -0.376761 -0.311519 0.322849
4926.53 -0.237239 -0.194771 0.00100001 -0.499065 0.683189 -0.53304 -0.0074187
4926.73 -0.292335 -0.24051 0.00500001 0.720436 0.55193 -0.411722 0.0826435
4926.93 -0.358406 -0.292586 0.00400002 0.722986 -0.314091 -0.613872 0.0424183
4927.13 -0.432017 -0.35091 0.00500002 0.247202 0.411598 -0.276192 0.832584
4927.33 -0.513498 -0.414041 0.011 0.930693 -0.0184721 0.29516 -0.215291
4927.53 -0.600416 -0.490721 0.01 0.319718 -0.53057 0.760436 -0.19497
4927.74 -0.692428 -0.563651 0.0100001 -0.324156 0.318503 0.882493 0.121179
4927.94 -0.79076 -0.641388 0.0170001 0.61741 -0.49337 -0.129523 0.598844
4928.14 -0.89275 -0.722676 0.0200001 0.359304 -0.348574 0.388006 0.773853
4928.34 -1.00117 -0.80829 0.0190001 0.556956 0.575207 0.128748 0.585116
4928.53 -1.11269 -0.901112 0.0180002 0.748109 0.442467 -0.494182 0.0184522
4928.73 -1.226 -0.992684 0.0210002 -0.436362 -0.668519 -0.187294 0.572356
4928.94 -1.33297 -1.08128 0.0250002 -0.380301 -0.520234 0.670972 -0.366776
4929.14 -1.41557 -1.14815 0.0260003 0.721533 -0.226673 -0.617838 -0.215143
4929.33 -1.46833 -1.19207 0.0270003 -0.483317 0.316065 0.809887 -0.102912
4929.53 -1.48829 -1.21311 0.0240003 -0.159597 0.372779 0.894706 0.18726
4929.73 -1.48418 -1.21032 0.0250003 -0.000142035 -0.075616 0.641179 0.763656
4929.93 -1.48396 -1.2086 0.0230003 0.0134311 -0.123325 0.049332 0.991048
4930.13 -1.48552 -1.21186 0.0220003 0.15325 -0.0652701 -0.244196 0.955313
4930.33 -1.48352 -1.211 0.0220003 -0.213079 -0.041445 -0.310296 0.925525
4930.53 -1.48164 -1.20994 0.0220003 -0.0155788 0.208699 0.974966 0.0751189
4930.73 -1.48109 -1.20927 0.0200003 0.166296 0.140333 0.906774 0.361128
4930.93 -1.48152 -1.20878 0.0200003 -0.232793 -0.0791569 0.319014 0.915299
4931.13 -1.48042 -1.2084 0.0190003 0.218589 0.123195 0.96764 -0.0267331
4931.33 -1.48131 -1.2085 0.0200003 0.166523 0.094089 0.98132 0.0207005
4931.53 -1.48164 -1.20245 0.0150003 0.0345428 0.0158102 -0.789869 0.612097
4931.73 -1.4823 -1.20148 0.0150003 -0.0579537 -0.0517133 -0.786678 0.612458
4931.93 -1.4823 -1.20158 0.0160003 -0.0575001 -0.0117413 0.528344 0.847
4932.13 -1.48142 -1.20158 0.0170003 0.103149 0.249462 0.956096 0.11406
4932.33 -1.4823 -1.20225 0.0150003 -0.0734916 -0.124683 -0.817652 0.557223
4932.53 -1.48363 -1.20225 0.0180003 0.0989384 -0.109765 0.943631 -0.296181
4932.73 -1.48385 -1.20196 0.0200003 0.0971641 0.0167775 -0.846585 0.523041
4932.93 -1.48363 -1.2011 0.0200003 0.112326 -0.096024 -0.77374 0.616027
4933.13 -1.48297 -1.20139 0.0180003 -0.212747 0.0329638 -0.146994 0.965425
4933.33 -1.48319 -1.20187 0.0180003 -0.00159948 0.237957 0.860426 -0.450601
4933.53 -1.48297 -1.19927 0.0170003 0.0459206 0.188305 0.947721 -0.253492
4933.73 -1.48253 -1.19841 0.0170003 -0.0736089 0.0330838 -0.664742 0.742701
4933.93 -1.48274 -1.19764 0.0180003 -0.0168084 0.0225972 -0.150235 0.988249
4934.13 -1.48253 -1.19831 0.0160003 -0.291935 -0.112168 0.146827 0.938421
4934.33 -1.48297 -1.1987 0.0180003 -0.0808952 -0.155945 -0.604027 0.77736
4934.53 -1.47964 -1.20811 0.0320003 -0.167858 0.0997309 0.908933 -0.368398
4934.73 -1.48142 -1.20811 0.0290003 0.0147869 -0.0798654 -0.592851 0.801206
4934.93 -1.48142 -1.20821 0.0280003 -0.0104609 0.204983 0.278439 0.938267
4935.13 -1.48241 -1.20754 0.0270003 -0.0959414 -0.0672443 -0.217359 0.969035
4935.33 -1.48253 -1.20715 0.0280003 -0.136732 0.0599152 0.930128 -0.335524
4935.53 -1.48396 -1.20263 0.0260003 -0.046492 -0.184249 -0.610096 0.769203
4935.73 -1.48408 -1.20225 0.0260003 -0.0323131 -0.154218 -0.183774 0.970258
4935.93 -1.48507 -1.20177 0.0250003 0.140438 0.236155 0.957254 0.0904045
4936.13 -1.48507 -1.20245 0.0250003 -0.0425984 -0.111257 -0.738188 0.663993
4936.33 -1.48563 -1.20215 0.0240003 0.0747715 0.201921 0.747027 0.628957
4936.53 -1.48496 -1.20023 0.0260003 -0.106459 -0.162825 -0.517251 0.83343
4936.73 -1.48496 -1.20148 0.0270003 -0.174676 0.195952 0.0340806 0.964329
4936.93 -1.4853 -1.20129 0.0260003 -0.00534852 -0.250796 -0.691119 0.67781
4937.13 -1.48829 -1.20494 0.0260003 0.307576 0.169433 0.834278 -0.425052
4937.33 -1.49794 -1.21205 0.0270003 -0.267116 -0.0473303 0.840258 0.469442
4937.53 -1.51002 -1.22599 0.0290003 0.202137 0.0569873 0.292087 0.933048
4937.73 -1.52764 -1.24194 0.0290003 -0.112479 -0.281275 0.80735 0.506377
4937.93 -1.54915 -1.25923 0.0290003 -0.0554114 -0.676824 0.460259 0.571839
4938.13 -1.57454 -1.28143 0.0320003 -0.315399 0.48289 -0.202257 0.791475
4938.33 -1.60369 -1.3068 0.0320003 -0.747506 0.0823911 0.21054 0.624596
4938.53 -1.63717 -1.33409 0.0310004 0.0179459 0.264894 0.4235 0.866116
4938.73 -1.67952 -1.37012 0.0310004 -0.0214729 0.69416 0.194706 0.692655
4938.93 -1.72453 -1.40942 0.0350004 -0.124944 0.302066 0.242819 0.913337
4939.13 -1.7783 -1.45765 0.0360004 0.353703 0.842879 0.252657 -0.317195
4939.33 -1.83994 -1.50887 0.0330004 -0.359822 -0.503316 0.785057 -0.0297735
4939.53 -1.90734 -1.58132 0.0330005 -0.316631 -0.209164 0.880399 0.284417
4939.73 -1.98417 -1.65021 0.0340005 0.675385 0.223036 -0.609624 -0.349956
4939.93 -2.06819 -1.72699 0.0360006 0.774715 -0.0461242 -0.628214 0.0551026
4940.13 -2.15655 -1.81202 0.0360006 -0.587912 -0.113827 0.798986 0.0549923
4940.33 -2.25222 -1.90687 0.0380007 -0.324931 0.588857 -0.371631 0.639967
4940.53 -2.35731 -2.00939 0.0430008 0.781646 0.350798 -0.51356 0.0471862
4940.73 -2.46452 -2.11884 0.0430008 0.239491 -0.326664 0.614613 0.676894
4940.93 -2.57637 -2.23769 0.0410009 0.562291 0.656904 0.156605 -0.477263
4941.13 -2.69256 -2.36405 0.044001 0.904265 0.403337 0.0952562 0.10272
4941.33 -2.8094 -2.49415 0.0460011 0.892774 0.293033 -0.24022 0.243683
4941.53 -2.92548 -2.6331 0.0460012 0.776705 -0.30825 0.544496 0.0723613
4941.73 -3.04288 -2.77579 0.0470013 0.102805 0.731803 -0.613421 -0.278587
4941.93 -3.16138 -2.9229 0.0520015 0.138908 0.405696 0.847192 -0.313658
4942.13 -3.284 -3.07798 0.0540016 -0.21917 0.568595 0.604272 0.513341
4942.34 -3.40516 -3.242 0.0520017 -0.00673596 0.499135 -0.0670197 0.863902
4942.53 -3.52933 -3.41611 0.0530019 -0.401947 -0.520165 -0.122374 0.743567
4942.74 -3.65526 -3.59878 0.0510021 -0.4297 -0.409788 0.339335 0.729577
4942.94 -3.78242 -3.78932 0.0550023 -0.393957 0.250565 0.798813 -0.379357
4943.14 -3.90491 -3.98649 0.0580024 -0.400747 0.136002 -0.336903 0.841072
4943.33 -4.02997 -4.19453 0.0610027 -0.502382 -0.210781 0.547869 0.634841
4943.53 -4.15258 -4.41207 0.0570029 0.473483 0.662273 0.455296 0.360435
4943.73 -4.2774 -4.63403 0.0630031 -0.285085 0.94734 -0.115432 -0.0891586
4943.94 -4.39946 -4.86406 0.0690034 -0.452864 0.803678 0.037231 -0.384226
4944.14 -4.52108 -5.09977 0.0720036 -0.352798 0.898895 -0.0483325 -0.255315
4944.34 -4.64125 -5.34028 0.0770039 0.127925 0.87674 0.422816 0.190233
4944.54 -4.76197 -5.59058 0.0770042 0.450996 0.656897 0.298725 0.525217
4944.73 -4.87826 -5.84522 0.0790045 0.200488 0.816912 -0.374 -0.390618
4944.94 -4.99245 -6.10773 0.0810049 0.387166 0.8561 0.293051 -0.176964
4945.14 -5.10553 -6.3664 0.0870052 0.658771 -0.105921 0.728664 0.154438
4945.33 -5.21838 -6.6342 0.0910056 0.549855 -0.437562 0.708863 -0.060924
4945.53 -5.32625 -6.90709 0.091006 0.601355 0.392735 0.628804 -0.297887
4945.73 -5.43423 -7.17748 0.0910064 0.551316 0.597434 -0.469666 -0.344294
4945.93 -5.54397 -7.45373 0.0970068 0.897892 0.144301 0.119353 0.3984
4946.13 -5.64907 -7.7344 0.105007 -0.433476 -0.576769 -0.193627 0.664789
4946.33 -5.75671 -8.01661 0.113008 0.565789 0.420209 0.655243 0.271962
4946.53 -5.86413 -8.29911 0.119008 0.514226 0.68658 0.491237 0.151213
4946.73 -5.96879 -8.5893 0.123009 0.521143 0.630849 0.495988 0.290578
4946.93 -6.07344 -8.88035 0.130009 0.385624 0.90711 0.161836 -0.0474819
4947.13 -6.18175 -9.1762 0.13601 0.511854 0.501242 0.472989 0.512877
4947.33 -6.29039 -9.47667 0.14401 0.209002 0.222378 0.700394 0.645224
4947.53 -6.40014 -9.77858 0.159011 0.376344 0.302647 0.749504 0.452785
4947.73 -6.51311 -10.0825 0.169011 -0.330653 -0.692867 0.321165 0.554488
4947.93 -6.6294 -10.395 0.178012 0.572016 0.748978 -0.240216 -0.23265
4948.13 -6.74713 -10.7101 0.180013 -0.330913 -0.588068 0.438655 0.59351
4948.33 -6.87407 -11.03 0.188013 0.0304018 0.309183 0.579953 0.753084
4948.53 -7.001 -11.3578 0.195014 0.399854 0.770586 0.170667 -0.466033
4948.73 -7.13902 -11.6857 0.202015 0.448773 0.79555 0.382204 0.140082
4948.93 -7.2817 -12.0161 0.204015 0.497915 0.689773 0.335884 0.404321
4949.13 -7.43202 -12.3503 0.215016 0.241915 0.152066 0.545578 0.787844
4949.33 -7.58877 -12.6903 0.221017 0.330198 0.316199 0.738858 0.495052
4949.53 -7.75263 -13.0349 0.233018 0.453086 0.781337 0.426362 0.049404
4949.73 -7.93056 -13.3808 0.242019 0.583339 0.653022 0.39766 -0.274127
4949.93 -8.11968 -13.7298 0.25502 0.117104 0.0535845 0.733375 0.667515
4950.13 -8.31812 -14.0838 0.264021 0.758394 0.355872 0.533742 0.115382
4950.33 -8.52864 -14.4397 0.275022 0.342591 -0.323648 0.627547 0.619733
4950.53 -8.75203 -14.7957 0.286023 0.1861 0.414677 -0.26338 0.850906
4950.73 -8.98427 -15.1536 0.300024 0.679309 -0.390257 0.570734 0.245971
4950.93 -9.22872 -15.5167 0.312026 0.789279 -0.426424 0.38462 0.217413
4951.13 -9.4878 -15.8798 0.327027 -0.624997 -0.295846 0.49133 0.529573
4951.33 -9.75852 -16.2415 0.344028 -0.362452 -0.220533 0.849056 0.314796
4951.53 -10.0383 -16.599 0.36203 0.598642 0.597994 0.420277 -0.327717
4951.73 -10.3303 -16.9542 0.385031 0.569764 0.383348 0.551367 0.473717
4951.93 -10.6328 -17.3105 0.399032 0.427313 0.0905525 0.473955 0.764572
4952.13 -10.9459 -17.6655 0.416034 0.743987 0.59039 0.201165 0.239701
4952.33 -11.2685 -18.0222 0.432035 -0.137243 0.151062 0.918841 0.337751
4952.53 -11.5927 -18.3748 0.458037 0.115088 0.228765 0.950385 0.176605
4952.73 -11.9239 -18.7266 0.475039 0.198423 -0.110038 0.973832 0.0130905
4952.93 -12.2576 -19.0797 0.49304 -0.0365856 -0.0623102 -0.35867 0.930664
4953.13 -12.5973 -19.4324 0.514042 -0.215551 0.742772 0.235373 0.58858
4953.33 -12.9434 -19.7862 0.529044 0.500905 0.7353 0.316785 -0.328749
4953.53 -13.2906 -20.1453 0.553046 0.297796 0.438972 0.831386 -0.165587
4953.73 -13.6405 -20.5068 0.571048 -0.247737 -0.435286 0.000976748 0.865535
4953.93 -13.9981 -20.8722 0.59005 0.660605 0.363151 0.52021 0.401377
4954.13 -14.3603 -21.2385 0.611052 0.468232 0.594596 -0.452894 -0.471276
4954.33 -14.7273 -21.6121 0.634054 0.753335 0.63506 -0.163139 0.050701
4954.53 -15.0998 -21.9907 0.653056 0.325414 0.133912 0.866069 0.355102
4954.73 -15.4707 -22.3712 0.680058 0.634375 0.238681 0.645898 -0.351306
4954.93 -15.8455 -22.7534 0.70506 -0.43285 -0.239285 0.600336 0.628474
4955.13 -16.2318 -23.1448 0.725063 0.0452712 -0.28193 0.758746 0.585467
4955.33 -16.6242 -23.5429 0.747065 -0.125779 0.765423 -0.530764 -0.341463
4955.53 -17.0259 -23.9442 0.769068 0.197963 0.72721 -0.639853 0.150213
4955.73 -17.4344 -24.3554 0.79307 0.82493 0.032843 0.439009 -0.354518
4955.93 -17.8475 -24.7727 0.814073 0.610435 0.632886 -0.330133 -0.343273
4956.13 -18.2671 -25.1919 0.838076 0.805048 0.568016 0.151486 0.0794241
4956.33 -18.6933 -25.6167 0.866079 0.260522 -0.406233 0.674467 0.558746
4956.53 -19.124 -26.0452 0.894082 0.345219 0.77745 -0.45463 -0.26402
4956.73 -19.5583 -26.4812 0.919085 0.262362 0.853174 -0.405956 -0.196112
4956.93 -19.9998 -26.9214 0.945088 -0.118721 -0.171443 0.705832 0.676989
4957.14 -20.4481 -27.3673 0.971092 0.693511 0.507869 0.507089 0.0630273
4957.33 -20.9033 -27.8222 0.996095 0.549398 0.804872 0.145209 -0.171048
4957.53 -21.3611 -28.2775 1.0251 0.521835 -0.197088 0.0297514 0.829433
4957.73 -21.8219 -28.7385 1.0561 0.661577 0.148515 0.698273 -0.229506
4957.93 -22.2883 -29.2019 1.08711 0.909934 -0.142077 0.315655 0.228466
4958.13 -22.7548 -29.664 1.11711 -0.344182 -0.710648 -0.124344 0.600879
4958.33 -23.2246 -30.1303 1.14511 0.474386 0.68255 -0.47218 -0.293477
4958.53 -23.6919 -30.595 1.17012 0.256453 0.947998 -0.0777333 0.171727
4958.73 -24.1646 -31.0601 1.19612 0.177724 0.888832 0.381992 -0.180206
4958.93 -24.635 -31.5211 1.22513 0.763731 0.376504 0.385737 -0.355199
4959.13 -25.1009 -31.9769 1.25013 0.755214 0.605045 0.148114 -0.204046
4959.33 -25.5644 -32.4258 1.27513 0.573082 0.66727 0.0474099 -0.473371
4959.53 -26.0265 -32.877 1.29714 0.35586 0.861381 -0.316895 -0.175968
4959.73 -26.4879 -33.3195 1.31914 0.479225 -0.55695 0.618957 -0.277565
4959.93 -26.9472 -33.7589 1.34115 0.545366 -0.331725 0.573669 0.513263
4960.13 -27.4023 -34.1934 1.36315 0.588653 -0.20857 0.725986 0.287977
4960.33 -27.8585 -34.6265 1.38516 0.99407 -0.0552949 -0.0162183 -0.0922196
4960.53 -28.3125 -35.0546 1.40916 0.639479 0.701283 -0.267454 -0.166546
4960.73 -28.7609 -35.4781 1.43216 0.411733 0.854814 -0.289696 -0.125875
4960.93 -29.2057 -35.8962 1.45617 0.314221 0.779506 -0.512155 -0.177011
4961.13 -29.6477 -36.3137 1.47917 0.60719 0.433165 -0.535345 0.396351
4961.33 -30.0908 -36.7244 1.50818 0.749687 0.656256 -0.0847009 -0.0111132
4961.53 -30.5272 -37.1341 1.53218 0.217782 0.72958 0.645523 0.0598713
4961.73 -30.9601 -37.5374 1.55519 0.385388 -0.401823 -0.0230054 0.830353
4961.93 -31.3897 -37.9351 1.58019 0.846165 0.172841 -0.499761 0.0661033
4962.13 -31.8159 -38.335 1.60119 -0.205868 -0.0455882 0.822219 0.528674
4962.33 -32.2378 -38.7283 1.6202 0.0650764 0.715311 -0.695332 0.0246761
4962.53 -32.6563 -39.1166 1.6402 0.242992 0.953745 -0.107176 -0.140848
4962.73 -33.0685 -39.4986 1.66121 0.198103 -0.303293 0.783672 0.504605
4962.93 -33.479 -39.8782 1.68221 0.912464 -0.261561 0.310171 0.0528169
4963.13 -33.8802 -40.2459 1.70222 0.614618 0.0571897 0.53252 0.579134
4963.33 -34.27 -40.5982 1.72122 0.812098 0.108177 0.507344 0.267202
4963.53 -34.6438 -40.9355 1.73923 0.913774 0.230428 0.0310633 -0.3331
4963.73 -34.9992 -41.2591 1.75623 -0.228981 0.0349421 -0.683879 0.69185
4963.93 -35.3464 -41.5665 1.77323 0.565995 0.347107 -0.364269 0.65305
4964.13 -35.682 -41.8592 1.79024 0.338059 0.836335 -0.337947 -0.268424
4964.33 -35.9978 -42.1359 1.80924 -0.10035 0.779406 -0.482279 -0.387122
4964.53 -36.2956 -42.3926 1.83324 -0.461306 0.712779 -0.446002 -0.28324
4964.73 -36.5806 -42.6401 1.84925 0.361833 0.435604 -0.463993 0.681202
4964.93 -36.8472 -42.8723 1.86225 -0.404618 -0.193537 0.0139044 0.893663
4965.13 -37.1014 -43.0879 1.87725 0.782555 0.561328 0.0366844 -0.266783
4965.33 -37.3377 -43.2891 1.88926 0.820974 0.00275923 0.513671 -0.249271
4965.53 -37.5589 -43.4762 1.90526 0.248839 -0.444641 0.51593 0.688614
4965.73 -37.7762 -43.659 1.91826 -0.0765769 -0.155947 0.624591 0.761382
4965.93 -37.9926 -43.84 1.93026 -0.47499 -0.562775 0.234778 0.634467
4966.13 -38.2139 -44.0258 1.94227 0.448925 0.697484 0.343509 0.440436
4966.33 -38.4415 -44.2152 1.95227 0.397333 0.414515 0.397503 0.715749
4966.53 -38.6747 -44.4115 1.96627 -0.251773 -0.728425 -0.325767 0.547615
4966.73 -38.9156 -44.6109 1.97828 -0.58449 0.332257 0.141723 0.726561
4966.93 -39.1648 -44.8195 1.98828 0.748933 -0.532219 0.362946 0.15528
4967.13 -39.4201 -45.0311 2.00228 0.692678 0.627119 0.351013 -0.0608986
4967.33 -39.6833 -45.2478 2.01228 0.259415 0.624174 0.281884 0.680919
4967.53 -39.9474 -45.4684 2.02929 -0.44687 0.299601 0.464713 0.703269
4967.73 -40.222 -45.6926 2.04629 0.571332 0.713455 -0.194563 -0.35596
4967.93 -40.502 -45.923 2.05929 -0.0173048 -0.662167 0.443574 0.60372
4968.13 -40.7888 -46.1591 2.0743 0.307186 0.737922 -0.469472 -0.375107
4968.33 -41.0818 -46.3965 2.0853 0.686953 -0.228565 0.67512 0.141657
4968.53 -41.381 -46.6393 2.10431 0.865799 0.0803271 -0.333589 0.364223
4968.73 -41.6854 -46.8852 2.11931 0.640309 -0.0225665 0.751398 -0.157788
4968.93 -41.9948 -47.1347 2.13731 0.34894 0.854794 -0.333327 0.190948
