# time_s east_m north_m up_m qx qy qz qw
2551.53 -154.542 -102.616 2.2977 -0.408624 -0.425791 0.762695 0.264623
2551.73 -155.287 -102.692 2.29372 -0.76937 -0.344885 -0.0384828 0.536324
2551.93 -156.034 -102.767 2.29174 0.233858 0.144654 -0.212777 0.93761
2552.13 -156.781 -102.84 2.28676 0.811249 0.372131 -0.169477 0.417936
2552.33 -157.53 -102.91 2.28078 0.547358 0.188213 -0.440715 0.686109
2552.53 -158.281 -102.976 2.2728 0.39934 0.771092 -0.451599 -0.204946
2552.73 -159.032 -103.037 2.26682 -0.124381 -0.634037 0.116913 0.754227
2552.93 -159.784 -103.093 2.26484 0.305795 0.738935 0.255641 0.543243
2553.13 -160.543 -103.149 2.25486 -0.126993 0.468357 0.778134 0.398775
2553.33 -161.3 -103.2 2.24788 0.0322928 0.394047 0.39308 0.830164
2553.53 -162.065 -103.25 2.2369 0.904784 -0.0463898 0.300062 0.298624
2553.73 -162.83 -103.294 2.22992 -0.445327 0.761405 0.373108 0.28764
2553.93 -163.598 -103.338 2.21694 -0.690773 0.699044 0.0870433 0.163076
2554.13 -164.371 -103.375 2.20996 0.43922 0.442543 -0.0355464 0.781011
2554.33 -165.151 -103.411 2.20298 0.832395 0.451187 0.290909 0.137552
2554.53 -165.931 -103.444 2.19401 0.858911 -0.112508 0.324697 -0.379718
2554.73 -166.717 -103.474 2.18903 0.680182 0.329261 0.578166 -0.307676
2554.93 -167.509 -103.5 2.18605 -0.229004 -0.137715 -0.645301 0.715666
2555.13 -168.301 -103.524 2.18807 0.369734 0.662623 0.648189 0.063864
2555.33 -169.096 -103.548 2.18209 0.26508 -0.131546 0.364364 0.882988
2555.53 -169.897 -103.571 2.18211 -0.329928 -0.177699 -0.534746 0.757375
2555.73 -170.699 -103.592 2.18313 -0.126384 0.268967 -0.0093795 0.954775
2555.93 -171.505 -103.616 2.18016 0.7953 -0.530991 -0.047522 -0.288595
2556.13 -172.312 -103.636 2.17918 0.676979 -0.620381 -0.378369 0.116894
2556.33 -173.124 -103.655 2.1772 -0.241227 0.579733 0.284447 0.724438
2556.53 -173.939 -103.674 2.17322 0.691688 0.686501 -0.0129354 0.223867
2556.73 -174.76 -103.689 2.17325 0.0854803 0.80033 0.5151 -0.294681
2556.93 -175.581 -103.703 2.17227 0.35511 0.874805 0.219324 0.245989
2557.13 -176.41 -103.715 2.17129 0.466187 0.742305 0.46527 -0.123194
2557.33 -177.236 -103.726 2.17132 0.579925 0.072152 0.720264 0.373765
2557.53 -178.069 -103.736 2.17234 0.0435538 0.990429 0.0968448 -0.0881718
2557.73 -178.904 -103.744 2.17536 0.90542 0.0376856 0.270545 0.324962
2557.93 -179.742 -103.757 2.17039 -0.538418 -0.545381 0.628993 -0.130509
2558.13 -180.581 -103.766 2.16741 0.0245857 -0.439487 0.861456 0.253261
2558.33 -181.423 -103.774 2.16743 -0.195929 -0.412069 0.886859 0.0727397
2558.53 -182.263 -103.782 2.16946 0.17092 0.0856973 -0.678848 0.708948
2558.73 -183.107 -103.787 2.16948 -0.297273 -0.323567 0.618434 0.651516
2558.93 -183.954 -103.793 2.16651 -0.0460618 -0.272494 -0.161409 0.947403
2559.13 -184.802 -103.799 2.16453 -0.321559 0.664782 -0.0128371 0.674166
2559.33 -185.65 -103.804 2.16456 0.364373 0.00162508 0.821425 0.438737
2559.53 -186.505 -103.809 2.16258 0.523275 0.592011 0.607601 -0.0807885
2559.73 -187.361 -103.815 2.15861 0.483755 0.46172 0.586181 -0.45737
2559.93 -188.216 -103.82 2.15463 0.435323 0.752507 -0.128082 -0.477307
2560.13 -189.075 -103.822 2.15566 -0.496854 -0.231657 0.71322 0.436794
2560.33 -189.932 -103.827 2.15668 -0.57764 -0.345467 0.0920418 0.733834
2560.53 -190.791 -103.832 2.16271 0.845901 0.151505 0.188173 -0.475488
2560.73 -191.653 -103.835 2.16074 0.779579 -0.582675 -0.220978 -0.0625726
2560.93 -192.513 -103.836 2.16676 -0.179788 0.864783 0.0461237 0.466582
2561.13 -193.377 -103.838 2.16479 0.711223 0.499697 0.192453 0.455442
2561.33 -194.24 -103.839 2.16681 0.0398102 -0.0697154 0.840876 0.535241
2561.53 -195.106 -103.841 2.16784 0.310043 -0.0412762 0.8223 -0.475386
2561.73 -195.97 -103.841 2.17087 -0.478396 -0.358647 0.675956 0.430806
2561.93 -196.84 -103.839 2.16789 0.456442 -0.26422 0.12602 0.840219
2562.13 -197.713 -103.84 2.16292 0.750214 -0.645844 -0.0305606 -0.138312
2562.33 -198.582 -103.836 2.16695 0.84445 -0.41255 -0.0166179 0.34122
2562.53 -199.456 -103.834 2.17098 0.942659 -0.265482 -0.19569 -0.0511673
2562.73 -200.329 -103.83 2.178 -0.526725 -0.171907 -0.132036 0.821934
2562.93 -201.205 -103.828 2.17803 -0.701074 -0.412519 -0.105603 0.571989
2563.13 -202.079 -103.826 2.17806 -0.521971 -0.0868131 0.116396 0.840513
2563.33 -202.954 -103.821 2.18209 -0.521021 -0.538257 0.114282 0.6525
2563.53 -203.829 -103.818 2.18111 -0.356984 0.829126 0.243982 -0.35438
2563.73 -204.707 -103.814 2.18114 0.179855 0.871485 -0.430355 -0.151528
2563.93 -205.579 -103.81 2.18117 -0.512316 -0.479019 0.582069 0.411423
2564.13 -206.458 -103.804 2.1812 -0.597247 -0.270243 0.719357 0.22976
2564.33 -207.336 -103.8 2.17723 -0.258322 0.281355 0.870387 -0.310701
2564.53 -208.213 -103.795 2.17726 0.00896286 0.137485 0.944398 -0.298546
2564.73 -209.091 -103.785 2.17929 0.443252 0.255962 -0.548847 0.660892
2564.93 -209.964 -103.778 2.18431 0.273229 -0.476955 0.811696 -0.197508
2565.13 -210.841 -103.772 2.18634 0.595935 0.751973 -0.17827 -0.218214
2565.33 -211.718 -103.766 2.18237 0.77318 0.545358 -0.30368 -0.112051
2565.53 -212.595 -103.758 2.1854 0.0579448 0.827036 0.556145 -0.0579245
2565.73 -213.472 -103.753 2.18043 0.0767295 0.98099 0.0585676 -0.168348
2565.93 -214.353 -103.747 2.17546 -0.0759584 0.688537 -0.635594 -0.340833
2566.13 -215.232 -103.741 2.17349 0.550405 0.650825 -0.389265 -0.34922
2566.33 -216.113 -103.737 2.17152 -0.539906 -0.543594 0.624131 -0.153193
2566.53 -216.994 -103.733 2.16955 0.359113 0.556586 -0.518995 0.540272
2566.73 -217.872 -103.731 2.17058 -0.129817 -0.613853 0.706942 -0.326442
2566.93 -218.756 -103.726 2.17361 0.111394 0.959536 -0.257249 -0.0265433
2567.13 -219.636 -103.724 2.17664 -0.406394 0.849651 0.335637 -0.0168566
2567.33 -220.521 -103.723 2.17567 0.489248 -0.60388 0.0662275 0.625763
2567.53 -221.409 -103.723 2.1767 -0.0547695 0.583228 0.715273 -0.381089
2567.73 -222.292 -103.724 2.18073 -0.193821 0.894871 -0.261464 -0.305411
2567.93 -223.179 -103.729 2.17776 0.0354419 -0.495618 0.13058 0.857937
2568.13 -224.07 -103.734 2.1798 0.387015 0.130414 -0.0261077 0.912431
2568.33 -224.965 -103.74 2.18183 -0.082671 0.0833016 -0.239369 0.96381
2568.53 -225.867 -103.744 2.18386 0.724035 0.266336 -0.542974 -0.331689
2568.73 -226.781 -103.749 2.18689 -0.228851 -0.253799 0.154993 0.926926
2568.93 -227.706 -103.752 2.18392 -0.261512 0.0272875 -0.51906 0.813292
2569.13 -228.647 -103.754 2.18296 0.815922 0.306783 0.184638 0.453942
2569.33 -229.596 -103.755 2.18299 0.615106 0.32154 0.321574 0.644087
2569.53 -230.558 -103.752 2.18403 0.755378 0.421503 -0.466366 0.185045
2569.73 -231.527 -103.749 2.18506 -0.206233 0.682279 -0.561099 0.42087
2569.93 -232.513 -103.738 2.1741 -0.439809 -0.168246 0.519927 0.712697
2570.13 -233.505 -103.727 2.17013 -0.410096 0.272109 0.719736 0.48965
2570.33 -234.504 -103.709 2.16817 0.491381 0.0700005 0.353745 0.792785
2570.53 -235.513 -103.686 2.17021 0.825629 0.123856 0.540883 -0.102184
2570.73 -236.529 -103.659 2.17025 0.42612 0.796727 0.228403 0.362601
2570.93 -237.552 -103.623 2.16528 -0.161494 0.807009 -0.522581 0.222634
2571.13 -238.584 -103.579 2.16632 0.6905 -0.176975 -0.246057 0.656769
2571.33 -239.621 -103.529 2.16836 0.834408 0.476238 -0.123815 0.248256
2571.53 -240.659 -103.469 2.1664 -0.246588 0.800491 -0.529435 0.134563
2571.73 -241.693 -103.402 2.16544 -0.574152 0.770808 -0.115659 -0.250653
2571.93 -242.731 -103.322 2.16847 -0.179389 0.906178 0.0130669 0.38274
2572.13 -243.765 -103.237 2.17051 -0.330711 0.419845 -0.3404 0.77362
2572.33 -244.805 -103.14 2.17155 0.716107 0.486825 0.270515 -0.42073
2572.53 -245.854 -103.035 2.16959 0.863051 0.267158 -0.0915222 -0.418799
2572.73 -246.91 -102.925 2.16863 -0.408172 -0.312151 -0.39573 0.761154
2572.93 -247.972 -102.813 2.16367 0.310422 -0.257217 -0.28051 0.871087
2573.13 -249.039 -102.695 2.16371 0.131535 -0.369745 0.569821 0.722004
2573.33 -250.105 -102.574 2.16775 -0.30412 -0.329467 0.370827 0.813296
2573.53 -251.175 -102.454 2.16979 0.646721 0.543071 0.351373 -0.404182
2573.73 -252.245 -102.336 2.17183 0.783121 0.172837 -0.596511 0.0319987
2573.93 -253.318 -102.221 2.17587 0.975595 -0.0577469 0.136175 0.162283
2574.13 -254.39 -102.114 2.17491 0.544506 0.61407 0.485886 0.300576
2574.33 -255.468 -102.011 2.17595 0.854363 0.0368853 0.517815 0.0238982
2574.53 -256.548 -101.914 2.17099 0.602341 -0.536821 0.589044 0.045124
2574.73 -257.628 -101.823 2.16904 0.584066 -0.612835 0.0286623 0.531487
2574.93 -258.713 -101.735 2.16508 0.74602 0.437436 -0.0674164 -0.497553
2575.13 -259.786 -101.653 2.16212 -0.143641 0.0320639 -0.203676 0.967913
2575.33 -260.855 -101.573 2.16116 -0.126449 0.48902 -0.548638 0.666232
2575.53 -261.919 -101.493 2.15921 0.115509 -0.109095 -0.585658 0.794834
2575.73 -262.975 -101.416 2.15325 0.624633 -0.115473 -0.0356387 0.771511
2575.93 -264.027 -101.336 2.13729 -0.498853 0.355268 0.0485227 0.789035
2576.13 -265.069 -101.258 2.13733 0.905008 -0.137498 0.39688 0.0673829
2576.33 -266.1 -101.172 2.12838 0.807093 0.292475 -0.260587 -0.441761
2576.53 -267.121 -101.075 2.12442 0.00284076 0.468021 0.851183 0.237563
2576.73 -268.129 -100.962 2.11946 0.936692 -0.224403 0.255443 0.0836706
2576.93 -269.133 -100.831 2.1105 0.449273 0.271026 0.540383 0.657788
2577.13 -270.121 -100.686 2.09954 0.129654 0.236939 0.942732 0.195718
2577.33 -271.099 -100.521 2.08358 0.629112 0.520477 0.142475 0.559484
2577.53 -272.058 -100.33 2.07861 0.341734 0.439922 -0.442985 0.702461
2577.73 -272.999 -100.115 2.07165 0.55596 -0.139403 -0.63038 0.523542
2577.93 -273.919 -99.8714 2.06369 0.609993 -0.180555 -0.592638 0.494054
2578.13 -274.818 -99.6089 2.05472 0.904536 0.24538 0.00300043 0.348703
2578.33 -275.698 -99.3209 2.04176 0.794691 -0.455468 -0.0167684 0.400915
2578.53 -276.558 -99.0125 2.01979 -0.529089 0.34559 0.0949394 0.769168
2578.73 -277.395 -98.6838 1.99882 -0.668661 0.711278 -0.0171486 -0.216061
2578.93 -278.214 -98.3259 1.97485 -0.133133 0.83181 0.152101 0.516946
2579.13 -279.003 -97.9515 1.95288 0.367182 0.611929 0.695835 -0.0808311
2579.33 -279.772 -97.5636 1.92491 0.477664 0.850855 0.102179 -0.193498
2579.53 -280.525 -97.1496 1.89093 0.844696 -0.485079 0.226194 0.00485714
2579.73 -281.253 -96.7205 1.85896 -0.22922 0.67875 -0.0012277 0.697679
2579.93 -281.958 -96.2667 1.82798 -0.255395 0.423176 0.863627 0.0992164
2580.13 -282.646 -95.7953 1.79901 0.500696 0.770293 -0.213542 -0.332193
2580.33 -283.318 -95.3107 1.77203 -0.357386 0.227552 0.612798 0.667063
2580.53 -283.973 -94.8077 1.75205 -0.539954 0.527473 -0.192086 0.627157
2580.73 -284.607 -94.3074 1.73007 0.0191024 0.667058 0.391142 0.63378
2580.93 -285.239 -93.7863 1.70909 0.767587 0.214626 0.603546 0.0218747
2581.13 -285.869 -93.2573 1.68611 0.423426 0.741121 -0.117174 0.507662
2581.33 -286.486 -92.7379 1.66013 0.92758 0.249993 0.240061 0.139533
2581.53 -287.101 -92.2034 1.62715 0.59426 0.418254 -0.545372 0.417718
2581.73 -287.707 -91.6714 1.59817 0.711021 0.371197 -0.498989 0.328136
2581.93 -288.306 -91.1358 1.55819 0.75882 -0.432682 -0.323716 -0.363574
2582.13 -288.904 -90.5988 1.52521 0.102722 0.786149 0.20356 0.574439
2582.33 -289.497 -90.0622 1.49723 -0.11418 0.809927 -0.29839 0.491878
2582.53 -290.09 -89.5222 1.46625 -0.180596 -0.0389164 0.607066 0.772878
2582.73 -290.684 -88.9787 1.43627 0.316436 0.581981 -0.220736 0.715851
2582.93 -291.278 -88.4294 1.41829 -0.124147 0.154238 0.970425 -0.138108
2583.13 -291.873 -87.8833 1.38831 0.446218 -0.493928 0.358874 0.65432
2583.33 -292.473 -87.332 1.35633 0.372949 0.868504 -0.311044 0.0993054
2583.53 -293.074 -86.7758 1.32835 -0.201856 -0.639585 0.709212 -0.217263
2583.73 -293.688 -86.2122 1.29537 0.0867091 0.723748 -0.681012 0.0699558
2583.93 -294.294 -85.6554 1.26039 0.220511 0.597435 0.747527 0.188813
2584.13 -294.915 -85.0803 1.22641 0.070335 0.96405 -0.15419 -0.20466
2584.33 -295.541 -84.5093 1.20143 -0.295966 -0.102139 0.946602 0.0769119
2584.53 -296.169 -83.9394 1.17746 -0.223071 -0.318706 0.823169 -0.413592
2584.73 -296.803 -83.3582 1.15048 0.677717 0.501203 -0.327219 0.427111
2584.93 -297.442 -82.7766 1.1265 0.617039 0.733046 0.218685 0.184615
2585.13 -298.085 -82.194 1.10152 0.373083 0.864162 -0.337538 -0.0100613
2585.33 -298.728 -81.6084 1.07555 -0.484835 0.860946 0.122854 -0.0928099
2585.53 -299.372 -81.0317 1.05057 0.0180602 0.100136 0.478531 0.872155
2585.73 -300.022 -80.4587 1.01659 -0.625902 -0.272709 0.222187 0.696067
2585.93 -300.674 -79.8935 0.984616 0.988042 0.047092 0.0611218 -0.133492
2586.13 -301.332 -79.3374 0.954641 -0.57151 0.34445 0.185938 0.72122
2586.33 -301.996 -78.7906 0.930665 0.796135 0.119555 -0.590752 0.0537346
2586.53 -302.665 -78.2563 0.900691 0.30238 0.933604 0.0768755 -0.176185
2586.73 -303.339 -77.7303 0.877716 0.452448 -0.131687 0.840045 -0.268839
2586.93 -304.014 -77.225 0.842743 -0.0245795 0.112389 0.993247 0.0150225
2587.13 -304.695 -76.7265 0.817769 0.153795 0.937322 0.239288 0.201286
2587.33 -305.372 -76.244 0.792796 0.167985 0.7375 0.433044 0.490252
2587.53 -306.043 -75.7762 0.764823 -0.551695 -0.253071 0.159726 0.778509
2587.73 -306.714 -75.3267 0.73385 -0.147216 0.0303249 -0.145886 0.977817
2587.93 -307.383 -74.8866 0.706877 0.644295 0.411037 -0.542655 -0.348509
2588.13 -308.049 -74.4636 0.682904 0.164347 0.71257 -0.679053 -0.064202
2588.33 -308.702 -74.0656 0.659931 0.68406 0.61812 0.205025 0.328564
2588.53 -309.357 -73.673 0.633959 0.759542 0.616146 0.203206 -0.0465604
2588.73 -310.004 -73.3025 0.605986 0.135205 -0.624026 0.460036 0.616991
2588.93 -310.654 -72.9435 0.566014 -0.0230707 -0.357102 0.581411 0.730689
2589.13 -311.295 -72.5953 0.542041 -0.520458 0.0121022 0.203204 0.829268
2589.33 -311.921 -72.2645 0.520068 -0.515375 -0.396597 -0.259438 0.713997
2589.53 -312.549 -71.9436 0.494095 0.151164 0.620739 0.716973 -0.278894
2589.73 -313.166 -71.6393 0.469122 -0.0638508 -0.412269 -0.727699 0.544438
2589.93 -313.775 -71.3467 0.440149 0.460203 0.879046 -0.12445 -0.00198282
2590.13 -314.385 -71.0621 0.417176 0.200279 0.868715 0.267196 0.365827
2590.33 -314.985 -70.7888 0.390203 -0.204499 0.792002 0.543615 0.188137
2590.53 -315.584 -70.5222 0.368229 0.701482 0.637696 0.0729386 -0.309752
2590.73 -316.179 -70.2641 0.352256 0.721249 0.591475 -0.140833 -0.33185
2590.93 -316.763 -70.0252 0.332283 0.278579 -0.120707 -0.703269 0.642834
2591.13 -317.358 -69.7878 0.31331 -0.200617 -0.203852 -0.732802 0.617412
2591.33 -317.952 -69.5622 0.290337 0.521975 0.532502 0.554451 -0.36955
2591.53 -318.548 -69.3435 0.269364 0.46294 0.47323 0.656658 -0.361304
2591.73 -319.144 -69.1301 0.253392 0.799146 0.588977 0.0754089 0.0937316
2591.93 -319.739 -68.9319 0.23142 0.0320291 0.060655 0.87208 -0.484533
2592.13 -320.348 -68.7372 0.206448 0.571003 0.450125 -0.508133 0.461676
2592.33 -320.96 -68.5565 0.195477 0.704507 0.616274 -0.149991 0.318401
2592.53 -321.582 -68.3786 0.186507 -0.285754 -0.296543 0.781109 -0.469336
2592.73 -322.213 -68.2195 0.175537 -0.0054033 -0.0511087 -0.827109 0.559687
2592.93 -322.852 -68.0708 0.158568 0.825367 0.557257 0.0855338 0.0302861
2593.13 -323.502 -67.9378 0.1556 0.828946 0.519828 -0.161629 0.128466
2593.33 -324.164 -67.8219 0.149632 0.636883 0.478879 0.561907 -0.222071
2593.53 -324.834 -67.7271 0.146665 0.320324 0.134019 0.880211 -0.323513
2593.73 -325.512 -67.6457 0.142699 0.540479 0.408599 0.59421 -0.433409
2593.93 -326.198 -67.5924 0.133734 0.775573 0.546341 0.234225 -0.212453
2594.13 -326.901 -67.5629 0.13077 -0.565592 -0.172131 0.717355 -0.368616
2594.33 -327.605 -67.5518 0.135806 0.422134 0.350253 0.699217 -0.458499
2594.53 -328.32 -67.5692 0.129843 0.894423 0.394266 -0.206091 0.0456996
2594.73 -329.041 -67.613 0.131881 0.876404 0.287328 0.14052 -0.360017
2594.93 -329.77 -67.6844 0.135919 0.827658 0.315002 0.284243 -0.367371
2595.13 -330.509 -67.7734 0.138959 0.871436 0.254543 0.344116 -0.239564
2595.33 -331.252 -67.8885 0.137999 0.415484 0.324001 -0.671059 0.52161
2595.53 -332.003 -68.0246 0.139039 0.487052 0.10227 -0.697791 0.515178
2595.73 -332.759 -68.186 0.144081 0.83819 0.51623 0.0751944 -0.159027
2595.93 -333.524 -68.3742 0.159123 0.854137 0.12058 -0.475517 0.172609
2596.13 -334.278 -68.5853 0.176165 0.782467 0.264919 -0.424423 0.370713
2596.33 -335.028 -68.817 0.188207 0.760009 0.463459 -0.258423 -0.375247
2596.53 -335.787 -69.0717 0.202249 0.62396 0.627946 -0.333359 -0.324389
2596.73 -336.55 -69.34 0.211293 0.198835 0.0964813 0.931872 0.287697
2596.93 -337.316 -69.6263 0.210336 0.212556 0.815562 -0.351531 0.407559
2597.13 -338.09 -69.918 0.217381 0.468435 0.710056 -0.0207987 0.525315
2597.33 -338.874 -70.22 0.226426 0.803878 0.3683 0.132641 0.447819
2597.53 -339.664 -70.528 0.237471 0.86331 0.221365 0.400469 -0.21288
2597.73 -340.471 -70.8412 0.249518 0.729984 0.6221 -0.276373 0.0611011
2597.93 -341.288 -71.1633 0.259566 0.763214 0.498334 0.387182 -0.138768
2598.13 -342.119 -71.4859 0.276614 0.75362 0.548236 0.339916 -0.126303
2598.33 -342.962 -71.8142 0.296663 -0.0846128 -0.146823 -0.687497 0.706139
2598.53 -343.813 -72.1449 0.320713 0.207977 -0.540156 -0.575607 0.577628
2598.73 -344.677 -72.4798 0.351763 0.857686 0.440123 0.032533 -0.263833
2598.93 -345.554 -72.816 0.373815 0.745384 0.475482 0.465376 -0.0417788
2599.13 -346.439 -73.1533 0.396867 0.2691 0.782583 0.55724 -0.0680588
2599.33 -347.342 -73.4909 0.42692 0.896029 0.158627 0.0109949 -0.414547
2599.53 -348.251 -73.8272 0.457974 -0.234128 0.897387 0.371522 -0.0430351
2599.73 -349.178 -74.1615 0.485028 0.103336 -0.453925 0.867594 -0.174796
2599.93 -350.118 -74.4973 0.508084 0.691905 0.23208 0.682475 0.0404238
